 SCHEDULE FA1 (REVISI 0) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LINE , PART NO , MODEL , SPEC , PEDAL , SCREW SET , KEYBOARD , NO PART KEYBOARD , NO. URUT ,SCHEDULE (REVISI 0),,,,,,,TOTAL,GROUP KERJA, Wkt kerja ,Target Eff Direct,Jmlh Group, Jml Opr Direct , ST ,"Beban
(ST x Sch)",,,,,,,Judgment Capacity,"TAKT TIME PER MODEL
(BEBAN/TOTAL BEBAN) * WAKTU KERJA/SCH",,,,,,,"LAMA PENGERJAAN
(Takt Time x Sch)",,,,,,, WAKTU PENGERJAAN (berdasarkan Takt Time Per Model) ,,,,,,,,,,,,,,,,,,,,,Takt Time ALL Model, Takt Time Per Model , Pitch Time  ,Pitch : Takt,,,,,,,,,,,,,,,,
,,,,,,,,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,,,,,,,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,Sun,,Istirahat,Mon,,Istirahat,Tue,,Istirahat,Wed,,Istirahat,Thu,,Istirahat,Fri,,Istirahat,Sat,,Istirahat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,,,,,,,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,,,,,,Note:,,,,,,,,,,,,,,
,VFS3450,P-525B,Y2,0,0,NL4SW2 KEYBOARD AI_EB_ESC_88,VCN9650,6,         -,         -,         -,         -,16,         -,         -,16,,,,,,97.25,                -  ,                -  ,                -  ,                -  ,"1,556",                -  ,                -  ,,               -,               -,               -,               -,7.9,               -,               -,               -,               -,               -,               -,127,               -,               -,7:00,7:00,,17:35,17:35,,17:35,17:35,,17:35,17:35,,12:33,14:40,,10:23,10:23,,7:00,7:00,,,7.94,               -  ,0.00%,,,,,,,,,,,,,,,,
,VFS3500,P-525WH,E,0,0,NL4SW2 KEYBOARD AI_EB_ESC_88,VCN9650,7,         -,         -,         -,         -,21,         -,         -,21,,,,,,97.25,                -  ,                -  ,                -  ,                -  ,"2,042",                -  ,                -  ,,               -,               -,               -,               -,7.9,               -,               -,               -,               -,               -,               -,167,               -,               -,7:00,7:00,,17:35,17:35,,17:35,17:35,,17:35,17:35,,14:40,17:27,,10:23,10:23,,7:00,7:00,,,7.94,               -  ,0.00%,,,,,,,,,,,,,,,,
,VFS3560,P-525WH,Y2,0,0,NL4SW2 KEYBOARD AI_EB_ESC_88,VCN9650,8,         -,         -,         -,         -,1,         -,         -,1,,,,,,97.25,                -  ,                -  ,                -  ,                -  ,97,                -  ,                -  ,,               -,               -,               -,               -,7.9,               -,               -,               -,               -,               -,               -,8,               -,               -,7:00,7:00,,17:35,17:35,,17:35,17:35,,17:35,17:35,,17:27,17:35,,10:23,10:23,,7:00,7:00,,,7.94,               -  ,0.00%,,,,,,,,,,,,,,,,
,VCG3420,P-S500B,E,0,0,(GHL KEYBOARD TEXTURE A88 K6 200SP),VDF6610,9,,,,,,26,,26,,,,,,89.91,                -  ,                -  ,                -  ,                -  ,                -  ,"2,338",                -  ,,               -,               -,               -,               -,               -,8.5,               -,               -,               -,               -,               -,               -,220,               -,7:00,7:00,,17:35,17:35,,17:35,17:35,,17:35,17:35,,17:35,17:35,,10:23,14:03,,7:00,7:00,,,8.47,               -  ,0.00%,,,,,,,,,,,,,,,,
,VCG3460,P-S500B,A,0,0,(GHL KEYBOARD TEXTURE A88 K6 200SP),VDF6610,10,,,,,,9,,9,,,,,,89.91,                -  ,                -  ,                -  ,                -  ,                -  ,809,                -  ,,               -,               -,               -,               -,               -,8.5,               -,               -,               -,               -,               -,               -,76,               -,7:00,7:00,,17:35,17:35,,17:35,17:35,,17:35,17:35,,17:35,17:35,,14:03,15:19,,7:00,7:00,,,8.47,               -  ,0.00%,,,,,,,,,,,,,,,,
,VCG3490,P-S500B,INA,0,0,(GHL KEYBOARD TEXTURE A88 K6 200SP),VDF6610,11,,,,,,3,,3,,,,,,89.91,                -  ,                -  ,                -  ,                -  ,                -  ,270,                -  ,,               -,               -,               -,               -,               -,8.5,               -,               -,               -,               -,               -,               -,25,               -,7:00,7:00,,17:35,17:35,,17:35,17:35,,17:35,17:35,,17:35,17:35,,15:19,15:44,,7:00,7:00,,,8.47,               -  ,0.00%,,,,,,,,,,,,,,,,
,VCG3450,P-S500B,Y,0,0,(GHL KEYBOARD TEXTURE A88 K6 200SP),VDF6610,12,,,,,,13,,13,,,,,,89.91,                -  ,                -  ,                -  ,                -  ,                -  ,"1,169",                -  ,,               -,               -,               -,               -,               -,8.5,               -,               -,               -,               -,               -,               -,110,               -,7:00,7:00,,17:35,17:35,,17:35,17:35,,17:35,17:35,,17:35,17:35,,15:44,17:35,,7:00,7:00,,,8.47,               -  ,0.00%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,17:35,17:35,,17:35,17:35,,17:35,17:35,,17:35,17:35,,17:35,17:35,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
 TOTAL FA1-L11B ,,,,,,,,,              -,80,80,80,80,75,              -,395,,0,,,              -  ,,                    -  ,"7,780","7,780","7,780","7,780","6,743",                    -  , - ,,,,,,,,                  -,635,635,635,635,635,                  -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,               -  ,               -  ,               -  ,               -  ,               -  ,               -  ,               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,               -  ,"-7,780","-7,780","-7,780","-7,780","-6,743",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 FA1-L12A ,WQ61170,LP-7A,Y,0,WQ61301,-,-,1,         -,         -,         -,         -,         -,83,         -,83,S1/N,470,122.70%,1,2.9,14.89,                -  ,                -  ,                -  ,                -  ,                -  ,"1,236",                -  ,#REF!,               -,               -,               -,               -,               -,5.7,               -,               -,               -,               -,               -,               -,470,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,14:50,,7:00,7:00,,4.3,5.66,               -  ,0.00%,,,,,,,,,,,,,,,,
,ZJ55780,L-255B,Y,0,0,-,-,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,10.1,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,14:50,14:50,,7:00,7:00,,,               -  ,5.73,- ,,,,,,,,,,,,,,,,
,ZJ55790,L-255WH,Y,0,0,-,-,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,10.1,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,14:50,14:50,,7:00,7:00,,,               -  ,5.73,- ,,,,,,,,,,,,,,,,
,ZD19870,LP-5A WH,Y,0,0,-,-,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,15.27,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,14:50,14:50,,7:00,7:00,,,               -  ,#N/A,- ,,,,,,,,,,,,,,,,
,ZJ55800,LP-255B,Y,0,0,-,-,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,14.44,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,14:50,14:50,,7:00,7:00,,,               -  ,               -  ,- ,,,,,,,,,,,,,,,,
,ZJ55810,LP-255WH,Y,0,0,-,-,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,14.68,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,14:50,14:50,,7:00,7:00,,,               -  ,               -  ,- ,,,,,,,,,,,,,,,,
,WQ61160,LP-5A,Y,0,WQ61301,-,-,2,         -,110,110,110,110,         -,         -,440,,,,,,15.27,                -  ,"1,680","1,680","1,680","1,680",                -  ,                -  ,,               -,4.3,4.3,4.3,4.3,               -,               -,               -,470,470,470,470,               -,               -,7:00,7:00,,7:00,14:50,,7:00,14:50,,7:00,14:50,,7:00,14:50,,14:50,14:50,,7:00,7:00,,,4.27,               -  ,0.00%,,,,,,,,,,,,,,,,
,ZF99820,LP-7A WH,Y,0,0,-,-,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,15.77,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,14:50,14:50,,14:50,14:50,,14:50,14:50,,14:50,14:50,,14:50,14:50,,7:00,7:00,,,               -  ,#N/A,- ,,,,,,,,,,,,,,,,
 TOTAL FA1-12A ,,,,,,,,,              -,110,110,110,110,83,              -,523,,470,,,3,,0,1680,1680,1680,1680,1236,0, Jumlah Orang OK ,,,,,,,,0,470,470,470,470,470,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,               -  ,#REF!,#REF!,#REF!,#REF!,#REF!,               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 FA1-L12B ,,,,,,,,,,,,,,,,                 -,S1/N,470,110%,1,1.5,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  , LOW Capacity ,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,0,,,- ,,,,,,,,,,,,,,,,
,VGN019Z,SWITCH BOX UNIT TC3/SC3 WH COMPLT,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,15.84,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
,VHU285Z,SWITCH BOX UNIT TA3/SH3 BL BT COMPL,,,,,,1,         -,10,         -,         -,         -,         -,         -,10,,,,,,15.84,                -  ,158,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,9.4,               -,               -,               -,               -,               -,               -,94,               -,               -,               -,               -,               -,7:00,7:00,,7:00,8:34,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
,VHU286Z,SWITCH BOX UNIT TA3/SH3 WH BT COMPL,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,15.84,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,8:34,8:34,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
,VHU283Z,SWITCH BOX UNIT TC3/SC3 BL BT COMPL,,,,,,2,         -,40,50,25,         -,         -,         -,115,,,,,,15.84,                -  ,634,792,396,                -  ,                -  ,                -  ,,               -,9.4,9.4,16.5,               -,               -,               -,               -,376,470,413,               -,               -,               -,7:00,7:00,,8:34,15:50,60,7:00,15:50,60,7:00,14:52,60,7:00,7:00,,7:00,7:00,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
,VHU284Z,SWITCH BOX UNIT TC3/SC3 WH BT COMPL,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,15.84,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,15:50,15:50,,15:50,15:50,,14:52,14:52,,7:00,7:00,,7:00,7:00,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
,VEW877Z,AMP UNIT GP TA3 COMPLETE,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,8.12,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,15:50,15:50,,15:50,15:50,,14:52,14:52,,7:00,7:00,,7:00,7:00,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
,VEW878Z,AMP UNIT UP TA3 COMPLETE,,,,,,3,         -,         -,         -,25,50,10,         -,85,,,,,,2.2,                -  ,                -  ,                -  ,55,110,22,                -  ,,               -,               -,               -,2.3,9.4,47,               -,               -,               -,               -,57,470,470,               -,7:00,7:00,,15:50,15:50,,15:50,15:50,,14:52,15:50,,7:00,15:50,60,7:00,15:50,60,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,                 -,,,,,,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,15:50,15:50,,15:50,15:50,,15:50,15:50,,15:50,15:50,,15:50,15:50,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
