 SCHEDULE FA1 (REVISI 0) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LINE , PART NO , MODEL , SPEC , PEDAL , SCREW SET , KEYBOARD , NO PART KEYBOARD , NO. URUT ,SCHEDULE (REVISI 0),,,,,,,TOTAL,GROUP KERJA, Wkt kerja ,Target Eff Direct,Jmlh Group, Jml Opr Direct , ST ,"Beban
(ST x Sch)",,,,,,,Judgment Capacity,"TAKT TIME PER MODEL
(BEBAN/TOTAL BEBAN) * WAKTU KERJA/SCH",,,,,,,"LAMA PENGERJAAN
(Takt Time x Sch)",,,,,,, WAKTU PENGERJAAN (berdasarkan Takt Time Per Model) ,,,,,,,,,,,,,,,,,,,,,Takt Time ALL Model, Takt Time Per Model , Pitch Time  ,Pitch : Takt,,,,,,,,,,,,,,,,
,,,,,,,,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,,,,,,,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,Sun,,Istirahat,Mon,,Istirahat,Tue,,Istirahat,Wed,,Istirahat,Thu,,Istirahat,Fri,,Istirahat,Sat,,Istirahat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,,,,,,,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,,,,,,Note:,,,,,,,,,,,,,,
,WS50240,PEDAL ASSY(F) CL #3162,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,8.91,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,17:35,17:35,,20:58,20:58,,14:50,14:50,,14:50,14:50,,14:50,14:50,,14:50,14:50,,7:00,7:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,WV82350,PEDAL ASSY RB SILVER 1VOL RD,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,8.91,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,17:35,17:35,,20:58,20:58,,14:50,14:50,,14:50,14:50,,14:50,14:50,,14:50,14:50,,7:00,7:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,ZA69450,PEDAL ASSY SA CL #3438,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,4.04,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,17:35,17:35,,20:58,20:58,,14:50,14:50,,14:50,14:50,,14:50,14:50,,14:50,14:50,,7:00,7:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
 TOTAL LINE PEDAL ,,,,,,,,,509,"1,279","1,270","1,280","1,270",540,              -,"6,148",,470,,,12,,2545,6395,6350,6400,6350,2700,0, Jumlah Orang OK ,,,,,,,,470,470,470,470,470,470,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,"6,400","6,400","6,400","6,400","6,400","6,400",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,"3,855",5,50,               -  ,50,"3,700",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Line Screw Set ,,SCREW SET,,,,,,1,509,"1,829","1,820","1,830","1,820",983,         -,"8,791",S1/N,470,100%,1,4,1,509,"1,829","1,820","1,830","1,820",983,                -  , Capacity OK ,0.9,0.3,0.3,0.3,0.3,0.5,               -,470,460,460,460,461,457,               -,7:00,#REF!,,7:00,#REF!,,7:00,#REF!,,7:00,14:40,,7:00,#REF!,,7:00,#REF!,,15:50,#REF!,,0.3,0.92,,0.00%,,,,,,,,,,,,,,,,
,ZS46870,SCREW SET ELB-02,,,,,,2,         -,10,10,11,11,9,         -,51,,,,,,1,                -  ,10,10,11,11,9,                -  ,,               -,0.3,0.3,0.3,0.3,0.5,               -,               -,3,3,3,3,4,               -,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,14:40,14:42,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,,0.46,,0.00%,,,,,,,,,,,,,,,,
,ZE92070,SCREW SET DTXM12,,,,,,3,         -,28,28,28,25,20,         -,129,,,,,,1,                -  ,28,28,28,25,20,                -  ,,               -,0.3,0.3,0.3,0.3,0.5,               -,               -,7,7,7,6,9,               -,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,14:42,14:50,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,,0.46,,0.00%,,,,,,,,,,,,,,,,
,WH92531,SCREW SET RK-5014,,,,,,4,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,1,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,14:50,14:50,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,,               -  ,,- ,,,,,,,,,,,,,,,,
,V874062 ,HEADPHONE HANGER SET CL #2739 ,,,,,,5,,,,,,,,                 -,,,,,,1,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,14:50,14:50,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,,               -  ,,- ,,,,,,,,,,,,,,,,
,ZV41280, HEADPHONE HANGER SET #3625 ,,,,,,6,,,,,,,,                 -,,,,,,1,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,14:50,14:50,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,,               -  ,,- ,,,,,,,,,,,,,,,,
 TOTAL LINE SCREW SET ,,,,,,,,,509,"1,867","1,858","1,869","1,856","1,012",              -,"8,971",,470,,,4,,509,1867,1858,1869,1856,1012,0, Jumlah Orang OK ,,,,,,,,470,470,470,470,470,470,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,"1,869","1,869","1,869","1,869","1,869","1,869",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,"1,360",2,11,               -  ,13,857,               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, CL ,509,"1,397","1,387","1,397","1,389",647,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, MPS ,            -  ,"1,389","1,389","1,389","1,387","1,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, SELISIH ,509,8,-2,8,2,-525,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, CLP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, MPS ,            -  ,,,,,,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, SCH FA ,58,291,302,291,300,179,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, REC ,58,291,302,291,300,179,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, YDP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, MPS ,            -  ,,,,,,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, SCH FA ,451,918,897,918,901,312,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, REC ,451,918,897,918,901,312,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, CSP ,            -  ,,,,,,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, CL ,58,291,302,291,300,179,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, YDPS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, YDP ,451,918,897,918,901,312,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, CVP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, MPS ,            -  ,,,,,,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, SCH FA ,            -  ,8,8,8,8,5,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, REC ,            -  ,8,8,8,8,5,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, DGX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, MPS ,            -  ,,,,,,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, SCH FA ,            -  ,100,100,100,100,76,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, REC ,            -  ,100,100,100,100,76,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, PS500/P525 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, MPS ,            -  ,,,,,,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, SCH FA ,            -  ,80,80,80,80,75,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, REC ,            -  ,80,80,80,80,75,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, SW BOX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, MPS ,            -  ,,,,,,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, SCH FA ,            -  ,50,50,25,            -  ,            -  ,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, REC ,            -  ,50,50,25,                -  ,                -  ,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, AMP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, MPS ,            -  ,,,,,,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, SCH FA ,            -  ,            -  ,            -  ,25,50,10,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, REC ,            -  ,                -  ,                -  ,25,50,10,            -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Line Pedal (Reguler) ,,,,,,,,,,,,,,,,                 -,S1 + S2,880,110%,2,10.9,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  , OVER Capacity ,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,0.4,               -  ,,- ,,,,,,,,,,,,,,,,
,VAM4340,PEDAL ASSY RH 000105,,,,,,,         -,5,5,5,5,1,         -,21,,,,,,5.41,                -  ,27,27,27,27,5,                -  ,,               -,0.4,0.4,0.4,0.4,0.9,               -,               -,2,2,2,2,1,               -,7:00,7:00,,7:00,7:00,,7:00,7:02,,7:00,7:01,,7:00,7:02,,7:00,7:00,,7:00,7:00,,,0.94,,0.00%,,,,,,,,,,,,,,,,
,VCS0260,PEDAL ASSY SL CL COMMON,,,,,,,168,81,411,26,423,25,         -,"1,134",,,,,,5.3,890,429,"2,177",138,"2,241",132,                -  ,,1,0.4,0.4,0.4,0.4,0.9,               -,164,32,161,10,166,23,               -,0:00,0:00,,0:00,0:00,,0:00,2:41,,0:00,0:10,,0:00,2:45,,0:00,0:23,,0:00,0:00,,,0.98,,0.00%,,,,,,,,,,,,,,,,
,VCS0270,PEDAL ASSY SF CL COMMON,,,,,,,224,711,360,766,352,238,         -,"2,651",,,,,,5.3,"1,187","3,766","1,907","4,058","1,865","1,261",                -  ,,1,0.4,0.4,0.4,0.4,0.9,               -,219,277,141,298,138,219,               -,0:00,0:00,,0:00,0:00,,0:00,2:21,,0:00,4:57,,0:00,2:18,,0:00,3:39,,0:00,0:00,,,0.98,,0.00%,,,,,,,,,,,,,,,,
,VCS0310,PEDAL ASSY SC CL COMMON,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,5.54,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,VCS0320,PEDAL ASSY SI CL COMMON,,,,,,,         -,4,4,28,29,4,         -,69,,,,,,5.54,                -  ,22,22,155,161,22,                -  ,,               -,0.4,0.4,0.4,0.4,1,               -,               -,2,2,11,12,4,               -,0:00,0:00,,0:00,0:00,,0:00,0:01,,0:00,0:11,,0:00,0:11,,0:00,0:03,,0:00,0:00,,,0.96,,0.00%,,,,,,,,,,,,,,,,
,VCS4680,PEDAL ASSY RSC GOLD 1VOL RD S,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,5.87,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,VCS4690,PEDAL ASSY RSB SILVER 1VOL RD S,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,5.87,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,VCS4710,PEDAL ASSY RSG CL COMMON,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,6.12,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,VCS4720,PEDAL ASSY SS CL COMMON,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,5.3,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,VEW9940,PEDAL ASSY RSH SILVER 1VOL RD S,,,,,,,         -,4,4,4,4,2,         -,18,,,,,,5.87,                -  ,23,23,23,23,12,                -  ,,               -,0.4,0.4,0.4,0.4,1,               -,               -,2,2,2,2,2,               -,0:00,0:00,,0:00,0:00,,0:00,0:01,,0:00,0:01,,0:00,0:01,,0:00,0:02,,0:00,0:00,,,1.02,,0.00%,,,,,,,,,,,,,,,,
,WR03910,PEDAL ASSY(C) CL #3162,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,4.7,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,WS50240,PEDAL ASSY(F) CL #3162,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,4.7,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,WV72240,PEDAL ASSY(L) CL #3220,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,4.4,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,WV91250,PEDAL ASSY(I) CL #3224,,,,,,,         -,4,4,4,8,6,         -,26,,,,,,4.7,                -  ,19,19,19,38,28,                -  ,,               -,0.3,0.3,0.3,0.3,0.8,               -,               -,1,1,1,3,5,               -,0:00,0:00,,0:00,0:00,,0:00,0:01,,0:00,0:01,,0:00,0:02,,0:00,0:04,,0:00,0:00,,,0.82,,0.00%,,,,,,,,,,,,,,,,
,ZC05540,PEDAL ASSY RE CL #3235,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,7.84,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,ZP31190,PEDAL ASSY RF #3528,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,7.84,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,ZX85680,PEDAL ASSY SB 000102,,,,,,,59,126,126,126,126,49,         -,612,,,,,,6.83,403,861,861,861,861,335,                -  ,,1.3,0.5,0.5,0.5,0.5,1.2,               -,74,63,64,63,64,58,               -,0:00,0:00,,0:00,0:00,,0:00,1:03,,0:00,1:03,,0:00,1:03,,0:00,0:58,,0:00,0:00,,,1.26,,0.00%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,                 -,,,,,,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:02,7:02,,7:01,7:01,,7:02,7:02,,7:00,7:00,,7:00,7:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
 TOTAL LINE PEDAL ,,,,,,,,,451,935,914,959,947,325,              -,"4,531",,0,,,              -  ,,2480,5148,5036,5281,5215,1795,0, - ,,,,,,,,458,378,373,388,386,313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,               -  ,               -  ,               -  ,               -  ,               -  ,               -  ,               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,"-2,480","-5,148","-5,036","-5,281","-5,215","-1,795",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Line Pedal (22PDL) ,,,,,,,,,,,,,,,,                 -,S1 + S2,880,110%,2,5.7,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  , OVER Capacity ,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,0.4,               -  ,,- ,,,,,,,,,,,,,,,,
,VFG9690,22PDL-L CL :SILVER SSV,,,,,,,38,206,198,203,194,134,         -,973,,,,,,7.74,294,"1,594","1,532","1,571","1,501","1,037",                -  ,,1.4,0.6,0.6,0.6,0.6,1.3,               -,54,117,113,115,111,180,               -,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,,1.43,,0.00%,,,,,,,,,,,,,,,,
